chain_id,nparticles,dim,dt,eta,alpha,energy,std_error,variance,scaled_energy,scaled_std_error,scaled_variance,accept_rate,nsamples,total_cycles,tuning_cycles,optimize_cycles,warmup_cycles,scale
3,50,3,0.1,0.01,0.4961007148287105,127.94186819667377,0.022213513204645152,0.3613978845478414,2.5588373639334754,0.022213513204645152,0.3613978845478414,0.63409423828125,32768,85768,3000,50000,0,
4,50,3,0.1,0.01,0.49386955243886516,128.0136317027271,0.018826446914355963,0.3237536604028719,2.560272634054542,0.018826446914355963,0.3237536604028719,0.63153076171875,32768,66768,3000,31000,0,
1,50,3,0.1,0.01,0.4946923104990318,127.97634124675369,0.020936758946616018,0.3415194524477556,2.559526824935074,0.020936758946616018,0.3415194524477556,0.6357421875,32768,85768,3000,50000,0,
2,50,3,0.1,0.01,0.493615851969726,128.07871430533078,0.019290166837458385,0.3307376936318178,2.5615742861066155,0.019290166837458385,0.3307376936318178,0.640411376953125,32768,85768,3000,50000,0,
3,50,3,0.1,0.01,0.495913169809663,127.99829412318502,0.022099992283513593,0.35801631926733535,2.5599658824637004,0.022099992283513593,0.35801631926733535,0.628204345703125,32768,85768,3000,50000,0,
4,50,3,0.1,0.01,0.48847826239365416,128.06561867022535,0.01962903203130136,0.38083707746409345,2.561312373404507,0.01962903203130136,0.38083707746409345,0.634552001953125,32768,85768,3000,50000,0,
1,100,3,0.09000000000000001,0.01,0.4931540807557692,267.6057643939513,0.05977482740471688,1.5818352005298948,2.676057643939513,0.05977482740471688,1.5818352005298948,0.453521728515625,32768,88768,6000,50000,0,
2,100,3,0.09000000000000001,0.01,0.48258550784451665,267.59012628303566,0.05352426856089009,1.726543889613822,2.6759012628303567,0.05352426856089009,1.726543889613822,0.463287353515625,32768,56768,4000,20000,0,
3,100,3,0.09000000000000001,0.01,0.4864115816285325,267.5832936943888,0.05147171940214338,1.5766631011938443,2.6758329369438876,0.05147171940214338,1.5766631011938443,0.46392822265625,32768,87768,5000,50000,0,
4,100,3,0.09000000000000001,0.01,0.4899128279925691,267.6507941722077,0.05030112315603681,1.4068883113504853,2.676507941722077,0.05030112315603681,1.4068883113504853,0.462432861328125,32768,87768,5000,50000,0,
1,100,3,0.09000000000000001,0.01,0.48991911415977824,267.4934404027463,0.056738525506379464,1.5339912379567977,2.6749344040274625,0.056738525506379464,1.5339912379567977,0.46063232421875,32768,87768,5000,50000,0,
2,100,3,0.1,0.01,0.4952363363078176,267.2782969896339,0.07717607495482942,1.9660298774397234,2.6727829698963386,0.07717607495482942,1.9660298774397234,0.422607421875,32768,85768,3000,50000,0,
3,100,3,0.1,0.01,0.48770969343944537,267.33432169201797,0.04640113103227826,1.388411943335086,2.6733432169201796,0.04640113103227826,1.388411943335086,0.43023681640625,32768,80768,3000,45000,0,
4,100,3,0.1,0.01,0.4914536830830095,267.39427636569644,0.07403102987217167,1.605852520558983,2.6739427636569646,0.07403102987217167,1.605852520558983,0.43096923828125,32768,85768,3000,50000,0,
1,100,3,0.1,0.01,0.4982354406665799,267.29203186773464,0.08510656798936128,2.170205942937173,2.6729203186773463,0.08510656798936128,2.170205942937173,0.42462158203125,32768,85768,3000,50000,0,
2,100,3,0.1,0.01,0.4837194848817493,267.5186047355405,0.04775860169212926,1.4893977297324454,2.675186047355405,0.04775860169212926,1.4893977297324454,0.42230224609375,32768,85768,3000,50000,0,
3,100,3,0.1,0.01,0.48302974082508515,267.51706213773525,0.040911432048664466,1.5444380347180413,2.6751706213773527,0.040911432048664466,1.5444380347180413,0.435089111328125,32768,84768,3000,49000,0,
4,100,3,0.09000000000000001,0.01,0.48841439788978036,267.4905171814473,0.05237690762886093,1.5032824223744683,2.6749051718144727,0.05237690762886093,1.5032824223744683,0.456085205078125,32768,86768,4000,50000,0,
1,100,3,0.09000000000000001,0.01,0.49007873098827676,267.4673918373866,0.05167908029367065,1.4237931814423064,2.6746739183738657,0.05167908029367065,1.4237931814423064,0.460235595703125,32768,88768,6000,50000,0,
2,100,3,0.09000000000000001,0.01,0.4916277783960669,267.44206559411043,0.059159467993487674,1.7006168497609906,2.674420655941104,0.059159467993487674,1.7006168497609906,0.451171875,32768,87768,5000,50000,0,
3,100,3,0.08100000000000002,0.01,0.4906991650449148,267.7742390882443,0.04628342120073533,1.4967098578636069,2.677742390882443,0.04628342120073533,1.4967098578636069,0.488861083984375,32768,89768,7000,50000,0,
4,100,3,0.09000000000000001,0.01,0.4906592311237656,267.63474371574944,0.05311465074436777,1.5220410466426983,2.6763474371574945,0.05311465074436777,1.5220410466426983,0.4638671875,32768,87768,5000,50000,0,
1,10,3,0.14640999999999998,0.01,0.5000002273788454,24.14214895943646,1.4273836579390634e-07,2.7853275241795927e-11,2.4142148959436462,1.4273836579390634e-07,2.7853275241795927e-11,0.796844482421875,32768,38768,5000,1000,0,
2,10,3,0.17715609999999998,0.01,0.5000002273788454,24.14214879417592,1.3369698753742908e-07,2.523847797419876e-11,2.414214879417592,1.3369698753742908e-07,2.523847797419876e-11,0.729400634765625,32768,39768,6000,1000,0,
3,10,3,0.17715609999999998,0.01,0.5000002273788454,24.14214876791283,1.3474255866889762e-07,2.5011104298755527e-11,2.414214876791283,1.3474255866889762e-07,2.5011104298755527e-11,0.724334716796875,32768,39768,6000,1000,0,
4,10,3,0.17715609999999998,0.01,0.5000002273788454,24.14214886089311,1.206483121002017e-07,2.3078428057488054e-11,2.4142148860893107,1.206483121002017e-07,2.3078428057488054e-11,0.728363037109375,32768,40768,7000,1000,0,
1,10,3,0.17715609999999998,0.01,0.5000002273788454,24.142148797251032,1.1979452681224395e-07,2.3305801732931286e-11,2.4142148797251033,1.1979452681224395e-07,2.3305801732931286e-11,0.727996826171875,32768,39768,6000,1000,0,
2,10,3,0.17715609999999998,0.01,0.5000002273788454,24.14214905370075,1.2378643456270686e-07,2.2851054382044822e-11,2.4142149053700748,1.2378643456270686e-07,2.2851054382044822e-11,0.7235107421875,32768,39768,6000,1000,0,
3,10,3,0.17715609999999998,0.01,0.5000004547680313,24.1421479488894,2.4530761714446714e-07,9.163159120362252e-11,2.41421479488894,2.4530761714446714e-07,9.163159120362252e-11,0.731170654296875,32768,39768,6000,1000,0,
4,10,3,0.17715609999999998,0.01,0.5000002273788454,24.142148949602806,1.33307425231525e-07,2.5011104298755527e-11,2.4142148949602804,1.33307425231525e-07,2.5011104298755527e-11,0.728607177734375,32768,41768,8000,1000,0,
1,10,3,0.14640999999999998,0.01,0.5000002273788454,24.142149210772885,1.279925695967873e-07,2.467004378559068e-11,2.4142149210772885,1.279925695967873e-07,2.467004378559068e-11,0.7957763671875,32768,38768,5000,1000,0,
2,10,3,0.14640999999999998,0.01,0.5000004547680313,24.142148424742242,2.653271887933791e-07,9.970335668185726e-11,2.414214842474224,2.653271887933791e-07,9.970335668185726e-11,0.8013916015625,32768,38768,5000,1000,0,
3,10,3,0.14640999999999998,0.01,0.5000002273788454,24.142149170863597,1.3420618098238918e-07,2.5124791136477143e-11,2.4142149170863596,1.3420618098238918e-07,2.5124791136477143e-11,0.7957763671875,32768,38768,5000,1000,0,
4,10,3,0.17715609999999998,0.01,0.5000002273788454,24.14214895350807,1.2324304843805524e-07,2.1714186004828662e-11,2.414214895350807,1.2324304843805524e-07,2.1714186004828662e-11,0.729583740234375,32768,40768,7000,1000,0,
1,10,3,0.17715609999999998,0.01,0.5000004547680313,24.142148350046302,2.2472065791675934e-07,8.822098607197404e-11,2.41421483500463,2.2472065791675934e-07,8.822098607197404e-11,0.727752685546875,32768,41768,8000,1000,0,
2,10,3,0.17715609999999998,0.01,0.5000002273788454,24.14214896009714,1.288195816036873e-07,2.2509993868879974e-11,2.414214896009714,1.288195816036873e-07,2.2509993868879974e-11,0.727264404296875,32768,41768,8000,1000,0,
3,10,3,0.14640999999999998,0.01,0.5000002273788454,24.14214910930591,1.4043547013688601e-07,2.5920599000528455e-11,2.4142149109305913,1.4043547013688601e-07,2.5920599000528455e-11,0.7916259765625,32768,38768,5000,1000,0,
4,10,3,0.17715609999999998,0.01,0.5000006821675584,24.14214673961062,3.6377542480174105e-07,1.9588242139434442e-10,2.414214673961062,3.6377542480174105e-07,1.9588242139434442e-10,0.72705078125,32768,41768,8000,1000,0,
1,50,3,0.1,0.01,0.5,120.71074999999998,0.0,7.275957614183426e-12,2.4142149999999996,0.0,7.275957614183426e-12,0.743377685546875,32768,36768,3000,1000,0,
2,50,3,0.1,0.01,0.5,120.71074999999998,0.0,7.275957614183426e-12,2.4142149999999996,0.0,7.275957614183426e-12,0.745147705078125,32768,36768,3000,1000,0,
3,50,3,0.1,0.01,0.5021792500371192,120.67180682449471,0.0073701740484225274,0.020107054682739545,2.413436136489894,0.0073701740484225274,0.020107054682739545,0.740692138671875,32768,85768,3000,50000,0,
4,50,3,0.1,0.01,0.49999271874457524,120.71088898061615,2.3589624702667963e-05,2.118576958309859e-07,2.414217779612323,2.3589624702667963e-05,2.118576958309859e-07,0.74365234375,32768,36768,3000,1000,0,
1,50,3,0.1,0.01,0.5,120.71074999999998,0.0,7.275957614183426e-12,2.4142149999999996,0.0,7.275957614183426e-12,0.75439453125,32768,36768,3000,1000,0,
2,50,3,0.1,0.01,0.5,120.71074999999998,0.0,7.275957614183426e-12,2.4142149999999996,0.0,7.275957614183426e-12,0.746429443359375,32768,36768,3000,1000,0,
3,50,3,0.1,0.01,0.49999636069722225,120.71077665236233,1.1429158701318202e-05,4.054527380503714e-08,2.4142155330472463,1.1429158701318202e-05,4.054527380503714e-08,0.749725341796875,32768,36768,3000,1000,0,
4,50,3,0.1,0.01,0.5002740525475853,120.70660574460237,0.0010016527938457949,0.0002688352960831253,2.4141321148920474,0.0010016527938457949,0.0002688352960831253,0.75604248046875,32768,85768,3000,50000,0,
1,50,3,0.1,0.01,0.49999271874457524,120.71084379696444,2.6099815301104365e-05,1.9221988623030484e-07,2.414216875939289,2.6099815301104365e-05,1.9221988623030484e-07,0.76715087890625,32768,36768,3000,1000,0,
2,50,3,0.1,0.01,0.5,120.71074999999998,0.0,7.275957614183426e-12,2.4142149999999996,0.0,7.275957614183426e-12,0.75323486328125,32768,36768,3000,1000,0,
3,50,3,0.1,0.01,0.49999271874457524,120.71083680554757,2.552010651420293e-05,1.8796890799421817e-07,2.4142167361109514,2.552010651420293e-05,1.8796890799421817e-07,0.751678466796875,32768,36768,3000,1000,0,
4,50,3,0.1,0.01,0.5,120.71074999999998,0.0,7.275957614183426e-12,2.4142149999999996,0.0,7.275957614183426e-12,0.752471923828125,32768,36768,3000,1000,0,
1,50,3,0.1,0.01,0.49999271874457524,120.71089554795103,2.9517839050629386e-05,2.399701770627871e-07,2.4142179109590205,2.9517839050629386e-05,2.399701770627871e-07,0.749603271484375,32768,36768,3000,1000,0,
2,50,3,0.1,0.01,0.5,120.71074999999998,0.0,7.275957614183426e-12,2.4142149999999996,0.0,7.275957614183426e-12,0.749603271484375,32768,36768,3000,1000,0,
3,50,3,0.1,0.01,0.49999636069722225,120.71079957147275,1.2264244919943845e-05,4.55456756753847e-08,2.414215991429455,1.2264244919943845e-05,4.55456756753847e-08,0.747955322265625,32768,36768,3000,1000,0,
4,50,3,0.1,0.01,0.5,120.71074999999998,0.0,7.275957614183426e-12,2.4142149999999996,0.0,7.275957614183426e-12,0.73876953125,32768,36768,3000,1000,0,
1,100,3,0.1,0.01,0.5,241.42149999999995,0.0,2.9103830456733704e-11,2.4142149999999996,0.0,2.9103830456733704e-11,0.655670166015625,32768,36768,3000,1000,0,
2,100,3,0.1,0.01,0.5006507349818397,241.40230244320617,0.0041197048714383625,0.003265584724431392,2.4140230244320615,0.0041197048714383625,0.003265584724431392,0.662261962890625,32768,85768,3000,50000,0,
3,100,3,0.1,0.01,0.5010569015091385,241.40475322575062,0.005376671639511142,0.005991311285470147,2.414047532257506,0.005376671639511142,0.005991311285470147,0.665313720703125,32768,85768,3000,50000,0,
4,100,3,0.1,0.01,0.5004099910366011,241.40993263438725,0.0024908146214209373,0.00121394401503494,2.4140993263438726,0.0024908146214209373,0.00121394401503494,0.65716552734375,32768,85768,3000,50000,0,
1,100,3,0.1,0.01,0.5,241.42149999999995,0.0,2.9103830456733704e-11,2.4142149999999996,0.0,2.9103830456733704e-11,0.657684326171875,32768,36768,3000,1000,0,
2,100,3,0.1,0.01,0.5,241.42149999999995,0.0,2.9103830456733704e-11,2.4142149999999996,0.0,2.9103830456733704e-11,0.658477783203125,32768,36768,3000,1000,0,
3,100,3,0.1,0.01,0.5,241.42149999999995,0.0,2.9103830456733704e-11,2.4142149999999996,0.0,2.9103830456733704e-11,0.641693115234375,32768,36768,3000,1000,0,
4,100,3,0.1,0.01,0.5003373786240358,241.41537621974243,0.0019518372772983799,0.0007488961127819493,2.414153762197424,0.0019518372772983799,0.0007488961127819493,0.648101806640625,32768,85768,3000,50000,0,
1,100,3,0.1,0.01,0.5005535081713542,241.41279810857878,0.003120958044847908,0.0020131514029344544,2.414127981085788,0.003120958044847908,0.0020131514029344544,0.66009521484375,32768,85768,3000,50000,0,
2,100,3,0.1,0.01,0.4996219687082466,241.4343674059684,0.0021147934447013103,0.0009039483047672547,2.414343674059684,0.0021147934447013103,0.0009039483047672547,0.655120849609375,32768,85768,3000,50000,0,
3,100,3,0.1,0.01,0.5,241.42149999999995,0.0,2.9103830456733704e-11,2.4142149999999996,0.0,2.9103830456733704e-11,0.6512451171875,32768,36768,3000,1000,0,
4,100,3,0.1,0.01,0.49943395404668706,241.43246064505965,0.0032738120297380094,0.002100938552757725,2.4143246064505965,0.0032738120297380094,0.002100938552757725,0.644561767578125,32768,85768,3000,50000,0,
1,100,3,0.1,0.01,0.5,241.42149999999995,0.0,2.9103830456733704e-11,2.4142149999999996,0.0,2.9103830456733704e-11,0.665069580078125,32768,36768,3000,1000,0,
2,100,3,0.1,0.01,0.5002449821905387,241.41559334558013,0.0017847204287419543,0.00047944609832484275,2.414155933455801,0.0017847204287419543,0.00047944609832484275,0.664093017578125,32768,85768,3000,50000,0,
3,100,3,0.1,0.01,0.4997959449476064,241.428118331986,0.0012155462069990478,0.00030719611095264554,2.41428118331986,0.0012155462069990478,0.00030719611095264554,0.66400146484375,32768,60768,3000,25000,0,
4,100,3,0.1,0.01,0.4998984206351934,241.4243795225585,0.0006500000532712903,7.928353443276137e-05,2.414243795225585,0.0006500000532712903,7.928353443276137e-05,0.650909423828125,32768,85768,3000,50000,0,
1,10,3,,0.01,0.5000004547680313,24.142150278596105,4.4857653345510803e-07,7.310063665499911e-11,2.4142150278596106,4.4857653345510803e-07,7.310063665499911e-11,0.3258056640625,32768,50768,17000,1000,0,0.2143588810000001
2,10,3,,0.01,0.5000004547680313,24.14215031936505,4.682903042207119e-07,8.571987564209849e-11,2.414215031936505,4.682903042207119e-07,8.571987564209849e-11,0.420013427734375,32768,43768,10000,1000,0,0.17715610000000007
3,10,3,,0.01,0.5000004547680313,24.14214942638896,4.363988567267549e-07,8.833467290969566e-11,2.414214942638896,4.363988567267549e-07,8.833467290969566e-11,0.373016357421875,32768,44768,11000,1000,0,0.1948717100000001
4,10,3,,0.01,0.5000002273788454,24.14214969401305,2.5876678955124775e-07,2.4215296434704214e-11,2.414214969401305,2.5876678955124775e-07,2.4215296434704214e-11,0.36944580078125,32768,45768,12000,1000,0,0.1948717100000001
1,10,3,,0.01,0.5000004547680313,24.142149638047936,4.572852853515797e-07,8.856204658513889e-11,2.4142149638047936,4.572852853515797e-07,8.856204658513889e-11,0.4256591796875,32768,43768,10000,1000,0,0.17715610000000007
2,10,3,,0.01,0.5000002273788454,24.142150070523627,2.0593084045077767e-07,2.1827872842550278e-11,2.4142150070523627,2.0593084045077767e-07,2.1827872842550278e-11,0.425689697265625,32768,44768,11000,1000,0,0.17715610000000007
3,10,3,,0.01,0.5000002273788454,24.14215016345735,2.3406078478568148e-07,2.000888343900442e-11,2.414215016345735,2.3406078478568148e-07,2.000888343900442e-11,0.370086669921875,32768,44768,11000,1000,0,0.1948717100000001
4,10,3,,0.01,0.5000002273788454,24.14215017927052,2.289348405540421e-07,2.1941559680271894e-11,2.414215017927052,2.289348405540421e-07,2.1941559680271894e-11,0.421844482421875,32768,43768,10000,1000,0,0.17715610000000007
1,10,3,,0.01,0.5000001136881302,24.142149883107287,1.347372765688984e-07,5.5706550483591855e-12,2.4142149883107287,1.347372765688984e-07,5.5706550483591855e-12,0.377532958984375,32768,45768,12000,1000,0,0.1948717100000001
2,10,3,,0.01,0.5,24.142150000000008,0.0,-4.547473508864641e-13,2.414215000000001,0.0,-4.547473508864641e-13,0.37603759765625,32768,44768,11000,1000,0,0.1948717100000001
3,10,3,,0.01,0.5000003410721457,24.142149937928387,3.1718325363351053e-07,4.661160346586257e-11,2.4142149937928385,3.1718325363351053e-07,4.661160346586257e-11,0.37200927734375,32768,46768,13000,1000,0,0.1948717100000001
4,10,3,,0.01,0.5000004547680313,24.14214987144053,4.336135137337131e-07,7.605649443576112e-11,2.414214987144053,4.336135137337131e-07,7.605649443576112e-11,0.383148193359375,32768,45768,12000,1000,0,0.1948717100000001
1,10,3,,0.01,0.5,24.142150000000008,0.0,-4.547473508864641e-13,2.414215000000001,0.0,-4.547473508864641e-13,0.254119873046875,32768,38768,5000,1000,0,0.25
2,10,3,,0.01,0.5,24.142150000000008,0.0,-4.547473508864641e-13,2.414215000000001,0.0,-4.547473508864641e-13,0.3746337890625,32768,47768,14000,1000,0,0.1948717100000001
3,10,3,,0.01,0.5000004547680313,24.14215019200469,4.1860026686602127e-07,7.685230229981244e-11,2.4142150192004688,4.1860026686602127e-07,7.685230229981244e-11,0.375579833984375,32768,45768,12000,1000,0,0.1948717100000001
4,10,3,,0.01,0.5000002273788454,24.142149621507095,2.460784143550334e-07,2.114575181622058e-11,2.4142149621507096,2.460784143550334e-07,2.114575181622058e-11,0.366241455078125,32768,45768,12000,1000,0,0.1948717100000001
1,50,3,,0.01,0.5,120.71074999999998,0.0,7.275957614183426e-12,2.4142149999999996,0.0,7.275957614183426e-12,0.2979736328125,32768,37768,4000,1000,0,0.1
2,50,3,,0.01,0.5,120.71074999999998,0.0,7.275957614183426e-12,2.4142149999999996,0.0,7.275957614183426e-12,0.284210205078125,32768,37768,4000,1000,0,0.1
3,50,3,,0.01,0.49999636069722225,120.71072165153336,2.0788828207737697e-05,4.7795765567570925e-08,2.414214433030667,2.0788828207737697e-05,4.7795765567570925e-08,0.281219482421875,32768,37768,4000,1000,0,0.1
4,50,3,,0.01,0.49999636069722225,120.71067994603078,1.582970688484496e-05,3.469722287263721e-08,2.4142135989206155,1.582970688484496e-05,3.469722287263721e-08,0.30908203125,32768,37768,4000,1000,0,0.1
1,50,3,,0.01,0.49999271874457524,120.71077514499189,4.41213079041461e-05,1.998741936404258e-07,2.4142155028998378,4.41213079041461e-05,1.998741936404258e-07,0.285614013671875,32768,37768,4000,1000,0,0.1
2,50,3,,0.01,0.49999636069722225,120.71074644862894,3.540525166294181e-05,7.079142960719764e-08,2.4142149289725787,3.540525166294181e-05,7.079142960719764e-08,0.294189453125,32768,37768,4000,1000,0,0.1
3,50,3,,0.01,0.49999636069722225,120.71075703441387,2.0169045580765422e-05,4.709181666839868e-08,2.4142151406882775,2.0169045580765422e-05,4.709181666839868e-08,0.2884521484375,32768,37768,4000,1000,0,0.1
4,50,3,,0.01,0.49999271874457524,120.71079939516491,4.795366835074013e-05,2.292399585712701e-07,2.4142159879032983,4.795366835074013e-05,2.292399585712701e-07,0.2967529296875,32768,37768,4000,1000,0,0.1
1,50,3,,0.01,0.49999636069722225,120.7107470550522,2.485632462541252e-05,5.9368176152929664e-08,2.414214941101044,2.485632462541252e-05,5.9368176152929664e-08,0.28656005859375,32768,37768,4000,1000,0,0.1
2,50,3,,0.01,0.5,120.71074999999998,0.0,7.275957614183426e-12,2.4142149999999996,0.0,7.275957614183426e-12,0.28485107421875,32768,37768,4000,1000,0,0.1
3,50,3,,0.01,0.5,120.71074999999998,0.0,7.275957614183426e-12,2.4142149999999996,0.0,7.275957614183426e-12,0.296295166015625,32768,37768,4000,1000,0,0.1
4,50,3,,0.01,0.49999636069722225,120.71074512982547,2.4778208432806922e-05,5.6144926929846406e-08,2.4142149025965094,2.4778208432806922e-05,5.6144926929846406e-08,0.29168701171875,32768,37768,4000,1000,0,0.1
1,50,3,,0.01,0.49999271874457524,120.71070156318606,3.7166390552172636e-05,1.7573074728716165e-07,2.4142140312637212,3.7166390552172636e-05,1.7573074728716165e-07,0.294769287109375,32768,37768,4000,1000,0,0.1
2,50,3,,0.01,0.49999271874457524,120.7108063411715,4.457455220279792e-05,2.2445237846113741e-07,2.41421612682343,4.457455220279792e-05,2.2445237846113741e-07,0.28656005859375,32768,37768,4000,1000,0,0.1
3,50,3,,0.01,0.5,120.71074999999998,0.0,7.275957614183426e-12,2.4142149999999996,0.0,7.275957614183426e-12,0.307525634765625,32768,37768,4000,1000,0,0.1
4,50,3,,0.01,0.49999636069722225,120.71072454007988,2.1717210507914e-05,4.819412424694747e-08,2.4142144908015974,2.1717210507914e-05,4.819412424694747e-08,0.305084228515625,32768,37768,4000,1000,0,0.1
1,100,3,,0.01,0.49846728238385224,241.4236779531688,0.033904025875809256,0.05704199000319932,2.414236779531688,0.033904025875809256,0.05704199000319932,0.37847900390625,32768,92768,10000,50000,0,0.05989500000000002
2,100,3,,0.01,0.5010966501751407,241.4384046955384,0.01749944619925936,0.02476580762595404,2.414384046955384,0.01749944619925936,0.02476580762595404,0.379180908203125,32768,94768,12000,50000,0,0.05989500000000002
3,100,3,,0.01,0.5019512919705345,241.44682668272768,0.03105682393168405,0.07937758601474343,2.4144682668272766,0.03105682393168405,0.07937758601474343,0.38092041015625,32768,89768,7000,50000,0,0.06050000000000001
4,100,3,,0.01,0.5,241.42149999999995,0.0,2.9103830456733704e-11,2.4142149999999996,0.0,2.9103830456733704e-11,0.466949462890625,32768,38768,5000,1000,0,0.05
1,100,3,,0.01,0.49969209015871896,241.4243922498501,0.007249319428777272,0.0024450736891594715,2.414243922498501,0.007249319428777272,0.0024450736891594715,0.361328125,32768,86768,9000,45000,0,0.06050000000000001
2,100,3,,0.01,0.5,241.42149999999995,0.0,2.9103830456733704e-11,2.4142149999999996,0.0,2.9103830456733704e-11,0.36602783203125,32768,44768,11000,1000,0,0.06561000000000002
